provincia;poblacion;cod_postal
Araba/Álava;Alegría-Dulantzi;1193
Araba/Álava;Amurrio;1450
Araba/Álava;Amurrio;1468
Araba/Álava;Amurrio;1470
Araba/Álava;Aramaio;1160
Araba/Álava;Aramaio;1165
Araba/Álava;Aramaio;1169
Araba/Álava;Artziniega;1474
Araba/Álava;Artziniega;1478
Araba/Álava;Armiñón;1211
Araba/Álava;Armiñón;1220
Araba/Álava;Arratzua-Ubarrundia;1510
Araba/Álava;Arratzua-Ubarrundia;1520
Araba/Álava;Asparrena;1208
Araba/Álava;Asparrena;1250
Araba/Álava;Asparrena;1260
Araba/Álava;Ayala/Aiara;1408
Araba/Álava;Ayala/Aiara;1470
Araba/Álava;Ayala/Aiara;1476
Araba/Álava;Ayala/Aiara;1477
Araba/Álava;Ayala/Aiara;1478
Araba/Álava;Ayala/Aiara;1479
Araba/Álava;Baños de Ebro/Mañueta;1307
Araba/Álava;Barrundia;1206
Araba/Álava;Barrundia;1208
Araba/Álava;Berantevilla;1211
Araba/Álava;Berantevilla;1212
Araba/Álava;Berantevilla;1220
Araba/Álava;Bernedo;1118
Araba/Álava;Bernedo;1128
Araba/Álava;Bernedo;1194
Araba/Álava;Bernedo;1216
Araba/Álava;Campezo/Kanpezu;1110
Araba/Álava;Campezo/Kanpezu;1117
Araba/Álava;Campezo/Kanpezu;1128
Araba/Álava;Zigoitia;1138
Araba/Álava;Zigoitia;1196
Araba/Álava;Kripan;1308
Araba/Álava;Kuartango;1430
Araba/Álava;Kuartango;1439
Araba/Álava;Elburgo/Burgelu;1192
Araba/Álava;Elburgo/Burgelu;1193
Araba/Álava;Elciego;1340
Araba/Álava;Elvillar/Bilar;1309
Araba/Álava;Iruraiz-Gauna;1193
Araba/Álava;Iruraiz-Gauna;1206
Araba/Álava;Iruraiz-Gauna;1207
Araba/Álava;Labastida/Bastida;1012
Araba/Álava;Labastida/Bastida;1212
Araba/Álava;Labastida/Bastida;1330
Araba/Álava;Lagrán;1118
Araba/Álava;Lagrán;1211
Araba/Álava;Laguardia;1300
Araba/Álava;Laguardia;1308
Araba/Álava;Laguardia;1309
Araba/Álava;Laguardia;1321
Araba/Álava;Lanciego/Lantziego;1308
Araba/Álava;Lapuebla de Labarca;1306
Araba/Álava;Leza;1309
Araba/Álava;Laudio/Llodio;1400
Araba/Álava;Arraia-Maeztu;1120
Araba/Álava;Arraia-Maeztu;1128
Araba/Álava;Arraia-Maeztu;1129
Araba/Álava;Moreda de Álava/Moreda Araba;1322
Araba/Álava;Navaridas;1309
Araba/Álava;Okondo;1409
Araba/Álava;Oyón-Oion;1320
Araba/Álava;Oyón-Oion;1322
Araba/Álava;Peñacerrada-Urizaharra;1211
Araba/Álava;Peñacerrada-Urizaharra;1212
Araba/Álava;Peñacerrada-Urizaharra;1216
Araba/Álava;Erriberagoitia/Ribera Alta;1213
Araba/Álava;Erriberagoitia/Ribera Alta;1220
Araba/Álava;Erriberagoitia/Ribera Alta;1420
Araba/Álava;Erriberagoitia/Ribera Alta;1423
Araba/Álava;Erriberagoitia/Ribera Alta;1426
Araba/Álava;Erriberagoitia/Ribera Alta;1428
Araba/Álava;Ribera Baja/Erribera Beitia;1213
Araba/Álava;Ribera Baja/Erribera Beitia;1220
Araba/Álava;Añana;1423
Araba/Álava;Añana;1426
Araba/Álava;Agurain/Salvatierra;1200
Araba/Álava;Agurain/Salvatierra;1207
Araba/Álava;Samaniego;1307
Araba/Álava;San Millán/Donemiliaga;1207
Araba/Álava;San Millán/Donemiliaga;1208
Araba/Álava;Urkabustaiz;1440
Araba/Álava;Urkabustaiz;1449
Araba/Álava;Urkabustaiz;1450
Araba/Álava;Valdegovía/Gaubea;1423
Araba/Álava;Valdegovía/Gaubea;1426
Araba/Álava;Valdegovía/Gaubea;1427
Araba/Álava;Valdegovía/Gaubea;1428
Araba/Álava;Harana/Valle de Arana;1117
Araba/Álava;Villabuena de Álava/Eskuernaga;1307
Araba/Álava;Legutio;1170
Araba/Álava;Legutio;1171
Araba/Álava;Legutio;1510
Araba/Álava;Vitoria-Gasteiz;1001
Araba/Álava;Vitoria-Gasteiz;1002
Araba/Álava;Vitoria-Gasteiz;1003
Araba/Álava;Vitoria-Gasteiz;1004
Araba/Álava;Vitoria-Gasteiz;1005
Araba/Álava;Vitoria-Gasteiz;1006
Araba/Álava;Vitoria-Gasteiz;1007
Araba/Álava;Vitoria-Gasteiz;1008
Araba/Álava;Vitoria-Gasteiz;1009
Araba/Álava;Vitoria-Gasteiz;1010
Araba/Álava;Vitoria-Gasteiz;1012
Araba/Álava;Vitoria-Gasteiz;1013
Araba/Álava;Vitoria-Gasteiz;1015
Araba/Álava;Vitoria-Gasteiz;1191
Araba/Álava;Vitoria-Gasteiz;1192
Araba/Álava;Vitoria-Gasteiz;1193
Araba/Álava;Vitoria-Gasteiz;1194
Araba/Álava;Vitoria-Gasteiz;1195
Araba/Álava;Vitoria-Gasteiz;1196
Araba/Álava;Vitoria-Gasteiz;1510
Araba/Álava;Vitoria-Gasteiz;1520
Araba/Álava;Yécora/Iekora;1322
Araba/Álava;Zalduondo;1208
Araba/Álava;Zambrana;1212
Araba/Álava;Zuia;1130
Araba/Álava;Zuia;1139
Araba/Álava;Zuia;1450
Araba/Álava;Iruña Oka/Iruña de Oca;1191
Araba/Álava;Iruña Oka/Iruña de Oca;1195
Araba/Álava;Iruña Oka/Iruña de Oca;1230
Araba/Álava;Iruña Oka/Iruña de Oca;1428
Araba/Álava;Lantarón;1213
Araba/Álava;Lantarón;1423
Albacete;Abengibre;2250
Albacete;Alatoz;2152
Albacete;Albacete;2001
Albacete;Albacete;2002
Albacete;Albacete;2003
Albacete;Albacete;2004
Albacete;Albacete;2005
Albacete;Albacete;2006
Albacete;Albacete;2008
Albacete;Albacete;2049
Albacete;Albacete;2071
Albacete;Albacete;2099
Albacete;Albacete;2140
Albacete;Albacete;2155
Albacete;Albacete;2328
Albacete;Albacete;2511
Albacete;Albacete;2512
Albacete;Albatana;2653
Albacete;Alborea;2215
Albacete;Alcadozo;2124
Albacete;Alcadozo;2128
Albacete;Alcalá del Júcar;2210
Albacete;Alcalá del Júcar;2211
Albacete;Alcalá del Júcar;2214
Albacete;Alcalá del Júcar;2252
Albacete;Alcaraz;2300
Albacete;Alcaraz;2312
Albacete;Alcaraz;2314
Albacete;Alcaraz;2330
Albacete;Almansa;2640
Albacete;Alpera;2690
Albacete;Ayna;2124
Albacete;Ayna;2125
Albacete;Ayna;2126
Albacete;Ayna;2139
Albacete;Ayna;2999
Albacete;Balazote;2320
Albacete;Balsa de Ves;2213
Albacete;Balsa de Ves;2214
Albacete;El Ballestero;2614
Albacete;Barrax;2639
Albacete;Bienservida;2360
Albacete;Bogarra;2130
Albacete;Bogarra;2138
Albacete;Bogarra;2139
Albacete;Bogarra;2448
Albacete;Bonete;2691
Albacete;El Bonillo;2610
Albacete;El Bonillo;2613
Albacete;Carcelén;2153
Albacete;Casas de Juan Núñez;2151
Albacete;Casas de Lázaro;2329
Albacete;Casas de Ves;2212
Albacete;Casas-Ibáñez;2200
Albacete;Caudete;2660
Albacete;Cenizate;2247
Albacete;Corral-Rubio;2693
Albacete;Cotillas;2461
Albacete;Chinchilla de Monte-Aragón;2156
Albacete;Chinchilla de Monte-Aragón;2510
Albacete;Chinchilla de Monte-Aragón;2520
Albacete;Chinchilla de Monte-Aragón;2529
Albacete;Chinchilla de Monte-Aragón;2692
Albacete;Chinchilla de Monte-Aragón;2695
Albacete;Elche de la Sierra;2430
Albacete;Elche de la Sierra;2439
Albacete;Elche de la Sierra;2449
Albacete;Elche de la Sierra;2470
Albacete;Férez;2436
Albacete;Fuensanta;2637
Albacete;Fuente-Álamo;2651
Albacete;Fuentealbilla;2249
Albacete;Fuentealbilla;2251
Albacete;Fuentealbilla;2260
Albacete;La Gineta;2110
Albacete;Golosalvo;2253
Albacete;Hellín;2400
Albacete;Hellín;2409
Albacete;Hellín;2420
Albacete;Hellín;2490
Albacete;Hellín;2498
Albacete;Hellín;2499
Albacete;La Herrera;2162
Albacete;Higueruela;2690
Albacete;Higueruela;2694
Albacete;Hoya-Gonzalo;2696
Albacete;Jorquera;2248
Albacete;Jorquera;2249
Albacete;Letur;2434
Albacete;Lezuza;2160
Albacete;Lezuza;2161
Albacete;Liétor;2124
Albacete;Liétor;2142
Albacete;Liétor;2410
Albacete;Madrigueras;2230
Albacete;Mahora;2240
Albacete;Masegoso;2314
Albacete;Minaya;2620
Albacete;Molinicos;2440
Albacete;Molinicos;2448
Albacete;Molinicos;2449
Albacete;Montalvos;2638
Albacete;Montealegre del Castillo;2650
Albacete;Motilleja;2220
Albacete;Munera;2612
Albacete;Navas de Jorquera;2246
Albacete;Nerpio;2530
Albacete;Nerpio;2534
Albacete;Nerpio;2535
Albacete;Nerpio;2536
Albacete;Nerpio;2537
Albacete;Nerpio;2538
Albacete;Nerpio;2539
Albacete;Ontur;2652
Albacete;Ossa de Montiel;2611
Albacete;Paterna del Madera;2136
Albacete;Paterna del Madera;2137
Albacete;Paterna del Madera;2138
Albacete;Paterna del Madera;2459
Albacete;Peñascosa;2138
Albacete;Peñascosa;2313
Albacete;Peñascosa;2314
Albacete;Peñas de San Pedro;2120
Albacete;Peñas de San Pedro;2127
Albacete;Peñas de San Pedro;2128
Albacete;Pétrola;2692
Albacete;Povedilla;2311
Albacete;Pozohondo;2129
Albacete;Pozohondo;2141
Albacete;Pozohondo;2142
Albacete;Pozo-Lorente;2154
Albacete;Pozuelo;2327
Albacete;La Recueja;2249
Albacete;Riópar;2450
Albacete;Riópar;2459
Albacete;Riópar;2462
Albacete;Robledo;2331
Albacete;Robledo;2332
Albacete;Robledo;2340
Albacete;La Roda;2630
Albacete;La Roda;2639
Albacete;Salobre;2316
Albacete;San Pedro;2326
Albacete;Socovos;2435
Albacete;Socovos;2437
Albacete;Tarazona de la Mancha;2100
Albacete;Tarazona de la Mancha;2110
Albacete;Tobarra;2500
Albacete;Tobarra;2513
Albacete;Tobarra;2514
Albacete;Valdeganga;2150
Albacete;Vianos;2315
Albacete;Villa de Ves;2213
Albacete;Villalgordo del Júcar;2636
Albacete;Villamalea;2270
Albacete;Villapalacios;2350
Albacete;Villarrobledo;2600
Albacete;Villarrobledo;2612
Albacete;Villatoya;2215
Albacete;Villavaliente;2154
Albacete;Villaverde de Guadalimar;2460
Albacete;Villaverde de Guadalimar;2462
Albacete;Viveros;2310
Albacete;Yeste;2480
Albacete;Yeste;2482
Albacete;Yeste;2484
Albacete;Yeste;2485
Albacete;Yeste;2486
Albacete;Yeste;2487
Albacete;Yeste;2488
Albacete;Yeste;2489
Albacete;Pozo Cañada;2099
Albacete;Pozo Cañada;2510
Alicante/Alacant;l'Atzúbia;3786
Alicante/Alacant;Agost;3698
Alicante/Alacant;Agres;3837
Alicante/Alacant;Aigües;3569
Alicante/Alacant;Albatera;3340
Alicante/Alacant;Alcalalí;3723
Alicante/Alacant;Alcalalí;3728
Alicante/Alacant;Alcocer de Planes;3841
Alicante/Alacant;Alcoleja;3814
Alicante/Alacant;Alcoy/Alcoi;3800
Alicante/Alacant;Alcoy/Alcoi;3801
Alicante/Alacant;Alcoy/Alcoi;3802
Alicante/Alacant;Alcoy/Alcoi;3803
Alicante/Alacant;Alcoy/Alcoi;3804
Alicante/Alacant;Alcoy/Alcoi;3818
Alicante/Alacant;Alfafara;3838
Alicante/Alacant;l'Alfàs del Pi;3580
Alicante/Alacant;l'Alfàs del Pi;3581
Alicante/Alacant;Algorfa;3169
Alicante/Alacant;Algueña;3668
Alicante/Alacant;Alicante/Alacant;3001
Alicante/Alacant;Alicante/Alacant;3002
Alicante/Alacant;Alicante/Alacant;3003
Alicante/Alacant;Alicante/Alacant;3004
Alicante/Alacant;Alicante/Alacant;3005
Alicante/Alacant;Alicante/Alacant;3006
Alicante/Alacant;Alicante/Alacant;3007
Alicante/Alacant;Alicante/Alacant;3008
Alicante/Alacant;Alicante/Alacant;3009
Alicante/Alacant;Alicante/Alacant;3010
Alicante/Alacant;Alicante/Alacant;3011
Alicante/Alacant;Alicante/Alacant;3012
Alicante/Alacant;Alicante/Alacant;3013
Alicante/Alacant;Alicante/Alacant;3014
Alicante/Alacant;Alicante/Alacant;3015
Alicante/Alacant;Alicante/Alacant;3016
Alicante/Alacant;Alicante/Alacant;3112
Alicante/Alacant;Alicante/Alacant;3113
Alicante/Alacant;Alicante/Alacant;3114
Alicante/Alacant;Alicante/Alacant;3115
Alicante/Alacant;Alicante/Alacant;3138
Alicante/Alacant;Alicante/Alacant;3409
Alicante/Alacant;Alicante/Alacant;3540
Alicante/Alacant;Alicante/Alacant;3559
Alicante/Alacant;Alicante/Alacant;3699
Alicante/Alacant;Almoradí;3160
Alicante/Alacant;Almoradí;3179
Alicante/Alacant;Almudaina;3827
Alicante/Alacant;l'Alqueria d'Asnar;3829
Alicante/Alacant;Altea;3590
Alicante/Alacant;Altea;3599
Alicante/Alacant;Aspe;3680
Alicante/Alacant;Balones;3812
Alicante/Alacant;Banyeres de Mariola;3450
Alicante/Alacant;Benasau;3814
Alicante/Alacant;Beneixama;3460
Alicante/Alacant;Beneixama;3469
Alicante/Alacant;Benejúzar;3390
Alicante/Alacant;Benferri;3316
Alicante/Alacant;Beniarbeig;3778
Alicante/Alacant;Beniardá;3517
Alicante/Alacant;Beniarrés;3850
Alicante/Alacant;Benigembla;3794
Alicante/Alacant;Benidoleig;3759
Alicante/Alacant;Benidorm;3501
Alicante/Alacant;Benidorm;3502
Alicante/Alacant;Benidorm;3503
Alicante/Alacant;Benifallim;3816
Alicante/Alacant;Benifato;3517
Alicante/Alacant;Benijófar;3178
Alicante/Alacant;Benilloba;3810
Alicante/Alacant;Benillup;3827
Alicante/Alacant;Benimantell;3516
Alicante/Alacant;Benimarfull;3827
Alicante/Alacant;Benimassot;3812
Alicante/Alacant;Benimeli;3769
Alicante/Alacant;Benissa;3720
Alicante/Alacant;Benitachell/el Poble Nou de Benitatxell;3726
Alicante/Alacant;Biar;3410
Alicante/Alacant;Bigastro;3380
Alicante/Alacant;Bolulla;3518
Alicante/Alacant;Busot;3111
Alicante/Alacant;Calp;3710
Alicante/Alacant;Callosa d'en Sarrià;3510
Alicante/Alacant;Callosa de Segura;3317
Alicante/Alacant;Callosa de Segura;3360
Alicante/Alacant;el Campello;3560
Alicante/Alacant;Campo de Mirra/el Camp de Mirra;3469
Alicante/Alacant;Cañada;3409
Alicante/Alacant;Castalla;3420
Alicante/Alacant;Castell de Castells;3793
Alicante/Alacant;Catral;3158
Alicante/Alacant;Cocentaina;3820
Alicante/Alacant;Cocentaina;3829
Alicante/Alacant;Confrides;3517
Alicante/Alacant;Cox;3350
Alicante/Alacant;Crevillent;3158
Alicante/Alacant;Crevillent;3330
Alicante/Alacant;Crevillent;3339
Alicante/Alacant;Quatretondeta;3811
Alicante/Alacant;Daya Nueva;3159
Alicante/Alacant;Daya Vieja;3177
Alicante/Alacant;Dénia;3700
Alicante/Alacant;Dénia;3709
Alicante/Alacant;Dénia;3749
Alicante/Alacant;Dénia;3770
Alicante/Alacant;Dénia;3780
Alicante/Alacant;Dolores;3150
Alicante/Alacant;Elche/Elx;3139
Alicante/Alacant;Elche/Elx;3194
Alicante/Alacant;Elche/Elx;3195
Alicante/Alacant;Elche/Elx;3201
Alicante/Alacant;Elche/Elx;3202
Alicante/Alacant;Elche/Elx;3203
Alicante/Alacant;Elche/Elx;3204
Alicante/Alacant;Elche/Elx;3205
Alicante/Alacant;Elche/Elx;3206
Alicante/Alacant;Elche/Elx;3207
Alicante/Alacant;Elche/Elx;3208
Alicante/Alacant;Elche/Elx;3290
Alicante/Alacant;Elche/Elx;3291
Alicante/Alacant;Elche/Elx;3292
Alicante/Alacant;Elche/Elx;3293
Alicante/Alacant;Elche/Elx;3294
Alicante/Alacant;Elche/Elx;3295
Alicante/Alacant;Elche/Elx;3296
Alicante/Alacant;Elche/Elx;3320
Alicante/Alacant;Elda;3600
Alicante/Alacant;Facheca;3813
Alicante/Alacant;Famorca;3813
Alicante/Alacant;Finestrat;3509
Alicante/Alacant;Formentera del Segura;3177
Alicante/Alacant;Formentera del Segura;3179
Alicante/Alacant;Gata de Gorgos;3740
Alicante/Alacant;Gaianes;3840
Alicante/Alacant;Gorga;3811
Alicante/Alacant;Granja de Rocamora;3348
Alicante/Alacant;el Castell de Guadalest;3517
Alicante/Alacant;Guardamar del Segura;3140
Alicante/Alacant;el Fondó de les Neus/Hondón de las Nieves;3688
Alicante/Alacant;el Fondó de les Neus/Hondón de las Nieves;3689
Alicante/Alacant;Hondón de los Frailes;3689
Alicante/Alacant;Ibi;3440
Alicante/Alacant;Jacarilla;3310
Alicante/Alacant;Xaló;3727
Alicante/Alacant;Jávea/Xàbia;3730
Alicante/Alacant;Jávea/Xàbia;3737
Alicante/Alacant;Jávea/Xàbia;3738
Alicante/Alacant;Jávea/Xàbia;3739
Alicante/Alacant;Jijona/Xixona;3100
Alicante/Alacant;Lorcha/l'Orxa;3860
Alicante/Alacant;Llíber;3729
Alicante/Alacant;Millena;3812
Alicante/Alacant;Monforte del Cid;3670
Alicante/Alacant;Monforte del Cid;3679
Alicante/Alacant;Monóvar/Monòver;3640
Alicante/Alacant;Monóvar/Monòver;3649
Alicante/Alacant;Mutxamel;3110
Alicante/Alacant;Murla;3792
Alicante/Alacant;Muro de Alcoy;3830
Alicante/Alacant;Muro de Alcoy;3839
Alicante/Alacant;Novelda;3660
Alicante/Alacant;la Nucia;3530
Alicante/Alacant;Ondara;3760
Alicante/Alacant;Onil;3430
Alicante/Alacant;Orba;3790
Alicante/Alacant;Orba;3791
Alicante/Alacant;Orba;3792
Alicante/Alacant;Orba;3795
Alicante/Alacant;Orxeta;3579
Alicante/Alacant;Orihuela;3189
Alicante/Alacant;Orihuela;3191
Alicante/Alacant;Orihuela;3192
Alicante/Alacant;Orihuela;3300
Alicante/Alacant;Orihuela;3310
Alicante/Alacant;Orihuela;3311
Alicante/Alacant;Orihuela;3312
Alicante/Alacant;Orihuela;3313
Alicante/Alacant;Orihuela;3314
Alicante/Alacant;Orihuela;3315
Alicante/Alacant;Orihuela;3316
Alicante/Alacant;Orihuela;3369
Alicante/Alacant;Orihuela;3689
Alicante/Alacant;Parcent;3792
Alicante/Alacant;Pedreguer;3750
Alicante/Alacant;Pego;3780
Alicante/Alacant;Penàguila;3815
Alicante/Alacant;Petrer;3610
Alicante/Alacant;el Pinós/Pinoso;3650
Alicante/Alacant;el Pinós/Pinoso;3657
Alicante/Alacant;el Pinós/Pinoso;3658
Alicante/Alacant;el Pinós/Pinoso;3659
Alicante/Alacant;Planes;3828
Alicante/Alacant;Polop;3520
Alicante/Alacant;Rafal;3369
Alicante/Alacant;el Ràfol d'Almúnia;3769
Alicante/Alacant;Redován;3370
Alicante/Alacant;Relleu;3578
Alicante/Alacant;Rojales;3170
Alicante/Alacant;la Romana;3669
Alicante/Alacant;Sagra;3795
Alicante/Alacant;Salinas;3409
Alicante/Alacant;Salinas;3638
Alicante/Alacant;Salinas;3658
Alicante/Alacant;Sanet y Negrals;3769
Alicante/Alacant;San Fulgencio;3177
Alicante/Alacant;Sant Joan d'Alacant;3550
Alicante/Alacant;San Miguel de Salinas;3193
Alicante/Alacant;Santa Pola;3130
Alicante/Alacant;San Vicente del Raspeig/Sant Vicent del Raspeig;3690
Alicante/Alacant;Sax;3630
Alicante/Alacant;Sella;3579
Alicante/Alacant;Senija;3729
Alicante/Alacant;Tàrbena;3518
Alicante/Alacant;Teulada;3724
Alicante/Alacant;Teulada;3725
Alicante/Alacant;Tibi;3109
Alicante/Alacant;Tollos;3813
Alicante/Alacant;Tormos;3795
Alicante/Alacant;Torremanzanas/la Torre de les Maçanes;3108
Alicante/Alacant;Torrevieja;3180
Alicante/Alacant;Torrevieja;3181
Alicante/Alacant;Torrevieja;3182
Alicante/Alacant;Torrevieja;3183
Alicante/Alacant;Torrevieja;3184
Alicante/Alacant;Torrevieja;3185
Alicante/Alacant;Torrevieja;3186
Alicante/Alacant;Torrevieja;3188
Alicante/Alacant;la Vall d'Alcalà;3788
Alicante/Alacant;la Vall d'Ebo;3789
Alicante/Alacant;Vall de Gallinera;3787
Alicante/Alacant;Vall de Gallinera;3788
Alicante/Alacant;la Vall de Laguar;3791
Alicante/Alacant;el Verger;3770
Alicante/Alacant;Villajoyosa/la Vila Joiosa;3570
Alicante/Alacant;Villena;3400
Alicante/Alacant;Villena;3408
Alicante/Alacant;Villena;3409
Alicante/Alacant;Villena;3639
Alicante/Alacant;els Poblets;3779
Alicante/Alacant;Pilar de la Horadada;3190
Alicante/Alacant;Pilar de la Horadada;3191
Alicante/Alacant;Los Montesinos;3187
Alicante/Alacant;San Isidro;3349
Almería;Abla;4510
Almería;Abrucena;4520
Almería;Abrucena;4533
Almería;Adra;4770
Almería;Adra;4778
Almería;Adra;4779
Almería;Albánchez;4857
Almería;Albánchez;4858
Almería;Alboloduy;4531
Almería;Alboloduy;4558
Almería;Albox;4600
Almería;Albox;4692
Almería;Albox;4800
Almería;Albox;4812
Almería;Albox;4813
Almería;Albox;4814
Almería;Alcolea;4480
Almería;Alcolea;4768
Almería;Alcóntar;4897
Almería;Alcóntar;4898
Almería;Alcudia de Monteagud;4276
Almería;Alhabia;4567
Almería;Alhama de Almería;4400
Almería;Alicún;4409
Almería;Almería;4001
Almería;Almería;4002
Almería;Almería;4003
Almería;Almería;4004
Almería;Almería;4005
Almería;Almería;4006
Almería;Almería;4007
Almería;Almería;4008
Almería;Almería;4009
Almería;Almería;4120
Almería;Almería;4130
Almería;Almería;4131
Almería;Almería;4150
Almería;Almería;4160
Almería;Almócita;4458
Almería;Alsodux;4568
Almería;Antas;4628
Almería;Antas;4629
Almería;Arboleas;4660
Almería;Armuña de Almanzora;4888
Almería;Bacares;4889
Almería;Bayárcal;4479
Almería;Bayárcal;4779
Almería;Bayarque;4888
Almería;Bédar;4288
Almería;Bédar;4289
Almería;Beires;4458
Almería;Benahadux;4410
Almería;Benitagla;4276
Almería;Benizalón;4274
Almería;Benizalón;4276
Almería;Bentarique;4569
Almería;Berja;4713
Almería;Berja;4760
Almería;Berja;4768
Almería;Berja;4769
Almería;Canjáyar;4450
Almería;Cantoria;4815
Almería;Cantoria;4850
Almería;Cantoria;4858
Almería;Carboneras;4140
Almería;Carboneras;4149
Almería;Castro de Filabres;4212
Almería;Cóbdar;4859
Almería;Cuevas del Almanzora;4610
Almería;Cuevas del Almanzora;4616
Almería;Cuevas del Almanzora;4617
Almería;Cuevas del Almanzora;4618
Almería;Cuevas del Almanzora;4619
Almería;Cuevas del Almanzora;4647
Almería;Cuevas del Almanzora;4648
Almería;Chercos;4859
Almería;Chirivel;4825
Almería;Dalías;4750
Almería;Enix;4729
Almería;Felix;4728
Almería;Fines;4869
Almería;Fiñana;4500
Almería;Fondón;4460
Almería;Fondón;4479
Almería;Gádor;4560
Almería;Los Gallardos;4280
Almería;Los Gallardos;4288
Almería;Los Gallardos;4289
Almería;Garrucha;4630
Almería;Gérgal;4549
Almería;Gérgal;4550
Almería;Gérgal;4558
Almería;Gérgal;4559
Almería;Huécija;4409
Almería;Huércal de Almería;4230
Almería;Huércal-Overa;4600
Almería;Huércal-Overa;4662
Almería;Huércal-Overa;4690
Almería;Huércal-Overa;4691
Almería;Huércal-Overa;4692
Almería;Huércal-Overa;4693
Almería;Huércal-Overa;4694
Almería;Huércal-Overa;4964
Almería;Íllar;4431
Almería;Instinción;4430
Almería;Laroya;4868
Almería;Láujar de Andarax;4470
Almería;Líjar;4859
Almería;Lubrín;4271
Almería;Lucainena de las Torres;4114
Almería;Lucainena de las Torres;4210
Almería;Lucainena de las Torres;4211
Almería;Lúcar;4877
Almería;Lúcar;4887
Almería;Macael;4867
Almería;María;4838
Almería;María;4839
Almería;Mojácar;4638
Almería;Mojácar;4639
Almería;Nacimiento;4540
Almería;Níjar;4100
Almería;Níjar;4110
Almería;Níjar;4113
Almería;Níjar;4114
Almería;Níjar;4115
Almería;Níjar;4116
Almería;Níjar;4117
Almería;Níjar;4118
Almería;Níjar;4119
Almería;Níjar;4147
Almería;Níjar;4149
Almería;Níjar;4151
Almería;Níjar;4188
Almería;Ohanes;4459
Almería;Olula de Castro;4212
Almería;Olula del Río;4860
Almería;Oria;4640
Almería;Oria;4810
Almería;Oria;4811
Almería;Oria;4813
Almería;Oria;4899
Almería;Padules;4458
Almería;Partaloa;4810
Almería;Paterna del Río;4479
Almería;Paterna del Río;4779
Almería;Pechina;4250
Almería;Pechina;4259
Almería;Pulpí;4640
Almería;Pulpí;4647
Almería;Pulpí;4648
Almería;Pulpí;4649
Almería;Purchena;4870
Almería;Rágol;4440
Almería;Rioja;4260
Almería;Roquetas de Mar;4720
Almería;Roquetas de Mar;4740
Almería;Roquetas de Mar;4741
Almería;Roquetas de Mar;4743
Almería;Santa Cruz de Marchena;4568
Almería;Santa Fe de Mondújar;4420
Almería;Senés;4213
Almería;Serón;4890
Almería;Serón;4897
Almería;Serón;4898
Almería;Serón;4899
Almería;Sierro;4878
Almería;Somontín;4877
Almería;Sorbas;4149
Almería;Sorbas;4248
Almería;Sorbas;4270
Almería;Sorbas;4271
Almería;Sorbas;4277
Almería;Sorbas;4278
Almería;Sorbas;4279
Almería;Sorbas;4289
Almería;Suflí;4878
Almería;Tabernas;4200
Almería;Tabernas;4211
Almería;Taberno;4661
Almería;Taberno;4692
Almería;Tahal;4275
Almería;Tahal;4279
Almería;Terque;4569
Almería;Terque;4659
Almería;Tíjola;4275
Almería;Tíjola;4880
Almería;Tíjola;4887
Almería;Tíjola;4889
Almería;Turre;4639
Almería;Turrillas;4211
Almería;Uleila del Campo;4274
Almería;Uleila del Campo;4279
Almería;Urrácal;4879
Almería;Velefique;4212
Almería;Vélez-Blanco;4829
Almería;Vélez-Blanco;4830
Almería;Vélez-Blanco;4839
Almería;Vélez-Rubio;4820
Almería;Vélez-Rubio;4826
Almería;Vélez-Rubio;4827
Almería;Vélez-Rubio;4828
Almería;Vélez-Rubio;4829
Almería;Vera;4620
Almería;Viator;4240
Almería;Vícar;4727
Almería;Vícar;4738
Almería;Zurgena;4650
Almería;Zurgena;4661
Almería;Zurgena;4662
Almería;Las Tres Villas;4530
Almería;Las Tres Villas;4532
Almería;El Ejido;4700
Almería;El Ejido;4710
Almería;El Ejido;4711
Almería;El Ejido;4712
Almería;El Ejido;4715
Almería;El Ejido;4716
Almería;La Mojonera;4745
Almería;La Mojonera;4746
Ávila;Adanero;5296
Ávila;La Adrada;5430
Ávila;Albornos;5358
Ávila;Aldeanueva de Santa Cruz;5580
Ávila;Aldeaseca;5212
Ávila;La Aldehuela;5593
Ávila;Amavida;5560
Ávila;El Arenal;5416
Ávila;Arenas de San Pedro;5400
Ávila;Arenas de San Pedro;5418
Ávila;Arevalillo;5153
Ávila;Arévalo;5200
Ávila;Aveinte;5340
Ávila;Aveinte;5357
Ávila;Avellaneda;5580
Ávila;Ávila;5001
Ávila;Ávila;5002
Ávila;Ávila;5003
Ávila;Ávila;5004
Ávila;Ávila;5005
Ávila;Ávila;5160
Ávila;Ávila;5194
Ávila;Ávila;5195
Ávila;Ávila;5197
Ávila;El Barco de Ávila;5600
Ávila;El Barraco;5110
Ávila;El Barraco;5278
Ávila;Barromán;5229
Ávila;Becedas;5610
Ávila;Becedas;5694
Ávila;Becedillas;5153
Ávila;Bercial de Zapardiel;5229
Ávila;Las Berlanas;5162
Ávila;Bernuy-Zapardiel;5211
Ávila;Berrocalejo de Aragona;5194
Ávila;Blascomillán;5146
Ávila;Blascomillán;5380
Ávila;Blasconuño de Matacabras;5299
Ávila;Blascosancho;5290
Ávila;El Bohodón;5165
Ávila;Bohoyo;5630
Ávila;Bohoyo;5690
